,date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
66,2009-04-30,SuperSport Park,1,,Chennai Super Kings,0,0,3,1,0,0,,,,,,,6,4,0,0,0,1,0,0,0,,,,,,,6,1,0,0,2,6,0,0,4,,,,,,,6,12,0,0,0,0,1,0,1,,,,,,,6,2,0,0,2,4,0,1,0,,,,,,,6,7,0,1,1,4,1,6,1,,,,,,,6,14,0
67,2009-04-30,SuperSport Park,2,126,Rajasthan Royals,1,0,1,1,4,0,0,,,,,,7,7,0,0,0,1,0,1,0,,,,,,,6,2,0,0,0,0,4,0,1,,,,,,,6,5,0,0,1,1,1,1,0,,,,,,,6,4,0,0,1,1,1,1,6,,,,,,,6,10,0,1,0,0,1,4,4,,,,,,,6,10,0
68,2010-04-10,"Vidarbha Cricket Association Stadium, Jamtha",1,,Chennai Super Kings,1,0,4,0,0,1,,,,,,,6,6,0,1,1,2,1,4,0,2,,,,,,7,11,0,1,0,1,1,0,1,,,,,,,6,4,0,1,1,4,3,4,0,0,,,,,,7,13,0,6,0,1,0,0,0,,,,,,,6,7,0,1,0,4,4,4,1,,,,,,,6,14,0
69,2010-04-10,"Vidarbha Cricket Association Stadium, Jamtha",2,139,Deccan Chargers,0,0,0,2,0,1,,,,,,,6,3,0,1,1,1,2,0,1,0,,,,,,7,6,0,1,0,0,4,1,1,0,,,,,,7,7,0,1,1,4,4,6,0,0,,,,,,7,16,0,0,0,3,0,0,0,,,,,,,6,3,0,1,0,1,0,0,0,,,,,,,6,2,0
70,2015-04-25,Wankhede Stadium,1,,Mumbai Indians,0,2,4,1,0,4,0,,,,,,7,11,0,0,0,0,4,1,0,1,1,1,,,,9,8,0,1,0,1,1,0,1,,,,,,,6,4,0,1,0,1,4,1,0,,,,,,,6,7,0,0,0,1,4,0,1,,,,,,,6,6,0,1,1,4,0,4,0,,,,,,,6,10,0
71,2015-04-25,Wankhede Stadium,2,137,Sunrisers Hyderabad,4,0,1,4,0,0,,,,,,,6,9,0,0,0,0,0,4,1,,,,,,,6,5,0,0,2,0,1,0,4,,,,,,,6,7,0,4,0,4,4,6,0,,,,,,,6,18,0,1,0,0,4,1,0,,,,,,,6,6,0,4,1,0,0,0,2,0,,,,,,7,7,0
72,2013-04-14,Sawai Mansingh Stadium,1,,Kings XI Punjab,0,0,0,0,1,0,,,,,,,6,1,0,2,2,0,1,1,1,0,,,,,,7,7,0,1,0,1,0,0,0,,,,,,,6,2,0,0,0,0,0,0,0,,,,,,,6,0,0,6,1,0,0,4,0,,,,,,,6,11,0,4,0,2,4,2,1,,,,,,,6,13,0
73,2013-04-14,Sawai Mansingh Stadium,2,126,Rajasthan Royals,4,1,0,0,0,1,0,,,,,,7,6,0,1,0,0,4,4,4,0,,,,,,7,13,0,1,1,0,0,1,1,,,,,,,6,4,0,0,4,1,1,1,4,1,,,,,,7,12,0,0,4,4,0,0,1,,,,,,,6,9,0,0,0,0,0,4,0,,,,,,,6,4,0
74,2009-05-07,SuperSport Park,1,,Chennai Super Kings,0,0,1,0,4,0,,,,,,,6,5,0,1,0,4,0,1,1,1,,,,,,7,8,0,6,4,0,1,1,4,,,,,,,6,16,0,0,4,0,2,0,0,,,,,,,6,6,0,4,4,1,0,0,1,,,,,,,6,10,0,2,6,0,4,0,0,,,,,,,6,12,0
75,2009-05-07,SuperSport Park,2,174,Kings XI Punjab,2,0,0,1,0,2,,,,,,,6,5,0,0,0,0,2,4,0,,,,,,,6,6,0,4,0,4,2,0,2,,,,,,,6,12,0,2,0,0,1,1,1,,,,,,,6,5,0,1,6,6,6,0,0,,,,,,,6,19,0,1,1,1,1,1,0,1,,,,,,7,6,0
76,2010-03-14,"MA Chidambaram Stadium, Chepauk",1,,Deccan Chargers,1,1,1,1,0,4,0,,,,,,7,8,0,1,1,6,6,4,1,,,,,,,6,19,0,0,0,4,4,6,0,,,,,,,6,14,0,1,1,0,0,4,0,,,,,,,6,6,0,1,1,1,4,1,0,0,0,,,,,8,8,0,1,0,0,1,0,0,0,,,,,,7,2,0
77,2010-03-14,"MA Chidambaram Stadium, Chepauk",2,159,Chennai Super Kings,0,1,1,2,0,0,,,,,,,6,4,0,0,0,0,2,6,0,,,,,,,6,8,0,0,0,6,0,0,4,,,,,,,6,10,0,1,1,6,1,0,0,,,,,,,6,9,0,0,0,0,0,0,0,,,,,,,6,0,0,1,0,0,1,0,1,,,,,,,6,3,0
78,2014-05-25,Wankhede Stadium,1,,Rajasthan Royals,1,0,4,0,0,0,,,,,,,6,5,0,0,0,0,0,0,0,,,,,,,6,0,0,0,1,0,1,4,4,,,,,,,6,10,0,0,0,0,1,0,4,,,,,,,6,5,0,1,0,1,0,6,1,1,,,,,,7,10,0,4,0,0,0,0,1,,,,,,,6,5,0
79,2014-05-25,Wankhede Stadium,2,195,Mumbai Indians,0,4,0,4,0,4,,,,,,,6,12,0,6,0,1,0,0,0,,,,,,,6,7,0,4,6,0,1,4,0,,,,,,,6,15,0,6,0,1,6,1,2,3,,,,,,7,19,0,0,0,1,1,6,0,,,,,,,6,8,0,0,1,1,6,1,1,,,,,,,6,10,0
80,2018-05-05,Rajiv Gandhi International Stadium,1,,Delhi Daredevils,0,0,1,1,0,0,,,,,,,6,2,0,0,1,6,0,1,4,1,,,,,,7,13,0,6,0,1,1,0,2,,,,,,,6,10,0,0,1,1,1,2,4,,,,,,,6,9,0,1,1,0,0,4,0,,,,,,,6,6,0,1,1,6,4,4,4,,,,,,,6,20,0
81,2018-05-05,Rajiv Gandhi International Stadium,2,164,Sunrisers Hyderabad,0,0,1,0,0,0,,,,,,,6,1,0,4,0,4,1,0,1,,,,,,,6,10,0,1,1,0,1,2,2,1,,,,,,7,8,0,0,1,0,1,1,1,,,,,,,6,4,0,0,4,1,1,1,4,,,,,,,6,11,0,2,6,1,6,6,0,6,,,,,,7,27,0
82,2013-05-01,Shaheed Veer Narayan Singh International Stadium,1,,Kolkata Knight Riders,4,0,1,0,0,0,,,,,,,6,5,0,2,4,4,0,0,0,,,,,,,6,10,0,1,0,0,0,0,1,0,,,,,,7,2,0,1,1,0,1,0,0,,,,,,,6,3,0,4,0,1,4,0,0,0,,,,,,7,9,0,0,2,0,6,0,0,,,,,,,6,8,0
83,2013-05-01,Shaheed Veer Narayan Singh International Stadium,2,137,Delhi Daredevils,0,1,1,0,0,1,0,,,,,,7,3,0,1,0,2,1,4,1,,,,,,,6,9,0,0,0,4,1,1,1,,,,,,,6,7,0,4,0,0,0,0,4,,,,,,,6,8,0,0,0,4,1,0,0,,,,,,,6,5,0,0,0,0,1,1,0,,,,,,,6,2,0
84,2018-04-27,Arun Jaitley Stadium,1,,Delhi Daredevils,0,0,2,0,0,1,,,,,,,6,3,0,1,1,1,0,6,1,,,,,,,6,10,0,4,4,1,4,4,1,,,,,,,6,18,0,0,4,0,1,4,0,,,,,,,6,9,0,1,0,4,6,0,0,,,,,,,6,11,0,0,0,0,4,1,1,,,,,,,6,6,0
85,2018-04-27,Arun Jaitley Stadium,2,164,Kolkata Knight Riders,0,4,0,0,1,1,,,,,,,6,6,0,6,2,4,1,0,1,,,,,,,6,14,0,0,1,6,6,0,0,,,,,,,6,13,0,1,0,1,0,1,4,,,,,,,6,7,0,2,0,1,1,1,1,,,,,,,6,6,0,0,0,0,0,4,1,,,,,,,6,5,0
86,2014-04-23,Dubai International Cricket Stadium,1,,Chennai Super Kings,4,0,0,0,0,1,,,,,,,6,5,0,2,0,0,0,1,0,,,,,,,6,3,0,1,1,0,6,1,1,,,,,,,6,10,0,0,0,0,1,0,1,,,,,,,6,2,0,0,6,1,1,0,4,,,,,,,6,12,0,1,2,0,4,4,4,4,,,,,,7,19,0
87,2014-04-23,Dubai International Cricket Stadium,2,133,Rajasthan Royals,0,0,1,4,1,4,0,,,,,,7,10,0,0,0,0,0,0,0,,,,,,,6,0,0,0,2,0,0,1,0,,,,,,,6,3,0,4,3,0,0,2,1,,,,,,,6,10,0,0,0,6,1,1,6,,,,,,,6,14,0,0,0,0,1,0,0,,,,,,,6,1,0
88,2014-04-20,Sharjah Cricket Stadium,1,,Rajasthan Royals,0,0,1,0,4,1,,,,,,,6,6,0,0,4,3,0,0,0,,,,,,,6,7,0,0,1,2,6,0,0,,,,,,,6,9,0,0,0,4,0,0,6,,,,,,,6,10,0,1,2,1,0,4,1,0,,,,,,7,9,0,1,2,0,5,4,0,1,,,,,,7,13,0
89,2014-04-20,Sharjah Cricket Stadium,2,193,Kings XI Punjab,1,1,1,1,0,1,0,,,,,,7,5,0,0,0,0,0,1,0,,,,,,,6,1,0,1,2,1,0,1,1,,,,,,,6,6,0,0,1,4,0,0,0,,,,,,,6,5,0,1,1,6,4,1,0,,,,,,,6,13,0,6,1,1,0,1,0,,,,,,,6,9,0
90,2008-04-26,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,1,0,0,0,0,0,,,,,,,6,1,0,0,1,0,1,1,6,6,,,,,,7,15,0,0,0,0,1,0,0,,,,,,,6,1,0,4,0,4,0,0,4,,,,,,,6,12,0,4,4,1,0,4,0,,,,,,,6,13,0,0,0,1,4,6,4,,,,,,,6,15,0
91,2008-04-26,M Chinnaswamy Stadium,2,138,Rajasthan Royals,0,1,0,0,4,4,,,,,,,6,9,0,1,4,0,0,4,0,,,,,,,6,9,0,1,0,1,1,0,4,,,,,,,6,7,0,1,0,0,4,1,0,,,,,,,6,6,0,1,1,1,0,4,1,0,,,,,,7,8,0,0,0,1,0,1,4,,,,,,,6,6,0
92,2012-05-12,"MA Chidambaram Stadium, Chepauk",1,,Delhi Daredevils,0,0,1,4,0,0,,,,,,,6,5,0,0,4,0,0,3,0,,,,,,,6,7,0,0,0,0,4,2,0,,,,,,,6,6,0,0,0,1,1,1,0,,,,,,,6,3,0,1,0,0,0,1,1,0,,,,,,7,3,0,0,0,1,0,1,1,,,,,,,6,3,0
93,2012-05-12,"MA Chidambaram Stadium, Chepauk",2,115,Chennai Super Kings,0,0,2,0,0,0,,,,,,,6,2,0,0,4,1,0,2,1,0,,,,,,7,8,0,0,1,0,0,4,0,,,,,,,6,5,0,2,0,0,1,4,3,,,,,,,6,10,0,4,4,0,1,4,0,,,,,,,6,13,0,6,0,0,0,1,0,,,,,,,6,7,0
94,2015-05-03,Brabourne Stadium,1,,Rajasthan Royals,2,0,0,0,0,1,2,,,,,,7,5,0,1,0,2,0,4,0,,,,,,,6,7,0,0,1,0,1,0,0,0,2,,,,,8,4,0,1,1,1,0,0,4,,,,,,,6,7,0,4,1,4,0,4,0,,,,,,,6,13,0,4,0,1,0,1,1,,,,,,,6,7,0
95,2015-05-03,Brabourne Stadium,2,175,Delhi Daredevils,1,1,0,0,4,0,,,,,,,6,6,0,4,0,0,0,0,4,,,,,,,6,8,0,0,6,0,0,4,1,6,,,,,,7,17,0,0,0,0,1,0,0,,,,,,,6,1,0,0,0,1,1,1,1,4,1,0,,,,9,9,0,1,0,4,4,4,1,,,,,,,6,14,0
96,2019-05-05,Punjab Cricket Association IS Bindra Stadium,1,,Chennai Super Kings,1,0,1,1,0,4,,,,,,,6,7,0,4,1,0,0,1,1,,,,,,,6,7,0,4,2,1,1,1,0,,,,,,,6,9,0,0,1,1,0,0,4,,,,,,,6,6,0,1,0,0,1,0,4,1,,,,,,7,7,0,0,1,0,4,0,1,,,,,,,6,6,0
97,2019-05-05,Punjab Cricket Association IS Bindra Stadium,2,173,Kings XI Punjab,0,0,0,0,0,6,,,,,,,6,6,0,4,0,1,6,6,1,,,,,,,6,18,0,4,0,4,1,0,0,,,,,,,6,9,0,4,4,4,6,0,6,,,,,,,6,24,0,0,0,0,1,2,0,,,,,,,6,3,0,0,0,1,4,1,1,1,0,,,,,8,8,0
98,2014-05-08,"Sardar Patel Stadium, Motera",1,,Sunrisers Hyderabad,4,0,0,4,0,1,,,,,,,6,9,0,0,4,0,2,4,0,,,,,,,6,10,0,1,1,1,1,1,4,,,,,,,6,9,0,1,4,0,4,0,0,,,,,,,6,9,0,1,4,0,4,0,0,,,,,,,6,9,0,0,1,0,1,1,1,,,,,,,6,4,0
99,2014-05-08,"Sardar Patel Stadium, Motera",2,102,Rajasthan Royals,0,0,0,1,0,1,0,,,,,,7,2,0,0,0,0,4,1,4,,,,,,,6,9,0,0,0,1,0,0,4,,,,,,,6,5,0,6,1,0,0,4,0,,,,,,,6,11,0,0,1,0,1,0,0,3,,,,,,7,5,0,2,1,1,1,0,0,,,,,,,6,5,0
100,2014-05-19,Feroz Shah Kotla,1,,Delhi Daredevils,1,0,0,1,4,0,,,,,,,6,6,0,0,4,1,0,0,0,,,,,,,6,5,0,1,1,0,0,1,4,0,1,,,,,8,8,0,2,4,0,4,2,6,,,,,,,6,18,0,1,1,0,1,0,6,1,,,,,,7,10,0,1,4,1,1,1,0,0,,,,,,7,8,0
101,2014-05-19,Feroz Shah Kotla,2,165,Kings XI Punjab,1,1,1,2,1,0,0,,,,,,7,6,0,4,1,1,1,4,0,0,,,,,,7,11,0,1,1,0,0,4,6,4,0,,,,,8,16,0,0,0,1,0,6,6,,,,,,,6,13,0,2,0,1,0,5,1,0,,,,,,7,9,0,1,4,4,1,0,0,1,,,,,,7,11,0
102,2013-04-20,M Chinnaswamy Stadium,1,,Rajasthan Royals,4,0,0,1,0,0,,,,,,,6,5,0,0,0,1,4,0,0,,,,,,,6,5,0,0,0,0,0,0,0,,,,,,,6,0,0,0,0,4,0,0,0,,,,,,,6,4,0,0,0,0,4,1,6,,,,,,,6,11,0,1,0,0,0,4,1,,,,,,,6,6,0
103,2013-04-20,M Chinnaswamy Stadium,2,123,Royal Challengers Bangalore,0,1,0,2,0,1,,,,,,,6,4,0,1,0,0,0,4,4,,,,,,,6,9,0,1,4,0,1,0,1,1,0,,,,,8,8,0,0,0,4,1,1,4,,,,,,,6,10,0,1,0,4,1,5,0,4,,,,,,7,15,0,0,0,1,1,0,0,,,,,,,6,2,0
104,2015-05-22,JSCA International Stadium Complex,1,,Royal Challengers Bangalore,0,6,0,0,0,0,,,,,,,6,6,0,1,0,0,0,4,0,,,,,,,6,5,0,0,0,0,4,6,0,,,,,,,6,10,0,1,1,0,0,0,0,,,,,,,6,2,0,0,1,0,1,0,0,,,,,,,6,2,0,0,1,0,2,0,1,,,,,,,6,4,0
105,2015-05-22,JSCA International Stadium Complex,2,140,Chennai Super Kings,0,1,0,0,1,1,,,,,,,6,3,0,1,0,1,0,4,1,,,,,,,6,7,0,4,1,0,1,4,1,,,,,,,6,11,0,0,1,1,0,0,0,,,,,,,6,2,0,0,4,1,0,0,0,,,,,,,6,5,0,1,0,3,1,0,1,,,,,,,6,6,0
106,2010-03-24,"Punjab Cricket Association Stadium, Mohali",1,,Rajasthan Royals,0,0,0,4,0,4,,,,,,,6,8,0,1,0,0,4,0,4,0,,,,,,7,9,0,4,1,4,1,2,1,,,,,,,6,13,0,0,4,1,0,1,1,0,,,,,,7,7,0,1,0,4,4,2,1,,,,,,,6,12,0,1,1,0,1,1,0,0,,,,,,7,4,0
107,2010-03-24,"Punjab Cricket Association Stadium, Mohali",2,152,Kings XI Punjab,1,1,0,1,0,4,,,,,,,6,7,0,1,1,0,1,0,0,1,,,,,,7,4,0,0,3,4,4,1,3,,,,,,,6,15,0,1,4,4,2,4,0,,,,,,,6,15,0,0,4,6,0,4,4,,,,,,,6,18,0,4,1,0,1,4,6,1,,,,,,7,17,0
108,2015-05-03,"Punjab Cricket Association Stadium, Mohali",1,,Mumbai Indians,0,4,4,1,0,0,,,,,,,6,9,0,0,0,4,2,0,1,,,,,,,6,7,0,1,0,0,4,0,1,,,,,,,6,6,0,1,4,0,0,0,1,,,,,,,6,6,0,1,6,4,2,4,1,,,,,,,6,18,0,0,1,0,1,1,2,,,,,,,6,5,0
109,2015-05-03,"Punjab Cricket Association Stadium, Mohali",2,149,Kings XI Punjab,1,1,1,1,0,4,1,,,,,,7,9,0,0,0,2,1,4,0,,,,,,,6,7,0,0,0,1,4,4,3,,,,,,,6,12,0,0,0,0,0,1,4,,,,,,,6,5,0,1,4,0,1,2,1,,,,,,,6,9,0,0,1,1,0,1,0,,,,,,,6,3,0
110,2016-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,,Sunrisers Hyderabad,0,0,1,0,0,1,,,,,,,6,2,0,1,0,0,0,1,6,1,,,,,,7,9,0,0,2,0,1,0,4,,,,,,,6,7,0,0,0,0,0,1,0,,,,,,,6,1,0,0,0,1,1,0,0,0,,,,,,7,2,0,1,0,0,4,2,6,,,,,,,6,13,0
111,2016-05-10,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,133,Rising Pune Supergiants,0,0,0,0,0,1,,,,,,,6,1,0,0,0,0,0,0,4,,,,,,,6,4,0,0,1,0,1,1,1,,,,,,,6,4,0,1,0,4,4,0,1,,,,,,,6,10,0,0,0,1,0,0,0,,,,,,,6,1,0,0,4,1,0,0,0,,,,,,,6,5,0
112,2014-05-23,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,0,1,0,0,4,4,6,,,,,,7,15,0,0,4,1,0,0,0,0,,,,,,7,5,0,4,0,0,0,1,1,,,,,,,6,6,0,4,6,0,0,0,1,,,,,,,6,11,0,1,0,4,0,0,4,,,,,,,6,9,0,2,4,1,0,0,0,,,,,,,6,7,0
113,2014-05-23,"Punjab Cricket Association Stadium, Mohali",2,163,Rajasthan Royals,0,0,0,4,0,1,,,,,,,6,5,0,1,3,0,3,0,4,,,,,,,6,11,0,1,4,0,0,0,2,,,,,,,6,7,0,0,1,0,1,1,1,1,,,,,,7,5,0,1,1,0,0,1,0,,,,,,,6,3,0,4,0,1,4,0,4,,,,,,,6,13,0
114,2016-04-10,Eden Gardens,1,,Delhi Daredevils,4,0,1,1,0,2,5,,,,,,7,13,0,0,0,0,4,6,0,,,,,,,6,10,0,1,0,1,0,0,0,,,,,,,6,2,0,0,0,0,1,0,0,,,,,,,6,1,0,1,1,2,0,1,0,4,,,,,,7,9,0,0,0,0,0,0,0,,,,,,,6,0,0
115,2016-04-10,Eden Gardens,2,99,Kolkata Knight Riders,0,0,0,0,0,4,,,,,,,6,4,0,1,4,2,0,4,1,4,,,,,,7,16,0,0,0,1,0,4,4,,,,,,,6,9,0,1,0,0,4,0,1,1,,,,,,7,7,0,0,1,0,0,1,4,,,,,,,6,6,0,0,1,0,4,0,0,,,,,,,6,5,0
116,2018-04-07,Wankhede Stadium,1,,Mumbai Indians,0,0,0,4,1,0,,,,,,,6,5,0,0,0,2,0,0,0,,,,,,,6,2,0,0,2,1,0,0,2,,,,,,,6,5,0,1,0,1,6,0,0,2,,,,,,7,10,0,0,4,0,0,0,0,,,,,,,6,4,0,1,0,4,0,2,6,,,,,,,6,13,0
117,2018-04-07,Wankhede Stadium,2,169,Chennai Super Kings,0,1,1,1,0,4,,,,,,,6,7,0,4,0,0,1,0,4,,,,,,,6,9,0,0,0,1,1,1,0,,,,,,,6,3,0,1,1,6,0,0,4,,,,,,,6,12,0,1,4,1,2,0,0,,,,,,,6,8,0,0,1,1,0,1,0,,,,,,,6,3,0
118,2008-05-06,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,0,4,0,0,0,,,,,,,6,4,0,0,0,4,1,0,1,,,,,,,6,6,0,0,2,0,2,0,0,,,,,,,6,4,0,1,0,0,0,1,0,1,4,,,,,8,7,0,0,1,0,4,1,4,,,,,,,6,10,0,0,1,1,0,1,0,0,,,,,,7,3,0
119,2008-05-06,"MA Chidambaram Stadium, Chepauk",2,148,Deccan Chargers,2,0,1,0,0,0,,,,,,,6,3,0,0,0,0,0,1,0,,,,,,,6,1,0,1,0,6,0,0,4,,,,,,,6,11,0,0,1,0,4,0,4,0,,,,,,7,9,0,0,1,0,4,0,1,,,,,,,6,6,0,6,4,6,1,1,2,,,,,,,6,20,0
120,2016-05-29,M Chinnaswamy Stadium,1,,Sunrisers Hyderabad,1,1,0,1,0,4,,,,,,,6,7,0,1,0,1,0,2,0,1,,,,,,7,5,0,0,0,0,1,4,4,,,,,,,6,9,0,0,1,1,0,4,0,,,,,,,6,6,0,6,1,6,1,4,1,,,,,,,6,19,0,1,1,4,0,0,1,6,,,,,,7,13,0
121,2016-05-29,M Chinnaswamy Stadium,2,200,Royal Challengers Bangalore,0,1,0,0,4,0,,,,,,,6,5,0,1,0,2,6,1,0,2,1,,,,,8,13,0,0,1,1,1,4,0,1,,,,,,7,8,0,0,6,0,0,4,6,,,,,,,6,16,0,0,1,6,4,1,1,,,,,,,6,13,0,0,0,1,0,1,2,,,,,,,6,4,0
122,2016-05-20,Shaheed Veer Narayan Singh International Stadium,1,,Sunrisers Hyderabad,0,0,0,1,0,0,,,,,,,6,1,0,0,0,0,4,4,1,,,,,,,6,9,0,1,4,1,0,1,0,,,,,,,6,7,0,4,2,4,0,1,4,,,,,,,6,15,0,0,2,4,4,0,0,,,,,,,6,10,0,1,0,2,0,1,0,,,,,,,6,4,0
123,2016-05-20,Shaheed Veer Narayan Singh International Stadium,2,161,Delhi Daredevils,5,1,0,0,0,2,0,0,,,,,8,8,0,0,1,0,0,0,1,,,,,,,6,2,0,0,0,0,0,4,0,,,,,,,6,4,0,0,1,1,1,0,4,1,,,,,,7,8,0,1,4,0,1,4,4,0,,,,,,7,14,0,1,0,0,0,0,0,,,,,,,6,1,0
124,2012-04-08,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,1,0,0,0,0,,,,,,,6,1,0,0,0,0,2,1,0,,,,,,,6,3,0,1,6,0,0,4,0,,,,,,,6,11,0,1,0,0,1,4,0,1,,,,,,7,7,0,0,0,0,0,6,1,,,,,,,6,7,0,1,1,1,4,1,0,,,,,,,6,8,0
125,2012-04-08,Sawai Mansingh Stadium,2,142,Kolkata Knight Riders,0,1,1,1,0,1,0,,,,,,7,4,0,1,1,0,2,0,0,,,,,,,6,4,0,0,1,0,1,0,0,,,,,,,6,2,0,0,1,1,1,0,0,,,,,,,6,3,0,1,2,0,0,6,1,,,,,,,6,10,0,1,1,0,0,1,1,0,,,,,,7,4,0
126,2009-05-14,Kingsmead,1,,Rajasthan Royals,0,2,0,4,1,0,,,,,,,6,7,0,1,0,0,0,4,2,,,,,,,6,7,0,1,4,0,1,0,0,,,,,,,6,6,0,1,0,4,0,1,1,,,,,,,6,7,0,4,0,1,0,4,3,,,,,,,6,12,0,1,0,1,1,0,0,,,,,,,6,3,0
127,2009-05-14,Kingsmead,2,143,Mumbai Indians,1,2,0,0,4,1,,,,,,,6,8,0,1,0,0,0,0,0,,,,,,,6,1,0,1,1,1,1,0,0,,,,,,,6,4,0,0,2,0,0,0,4,,,,,,,6,6,0,1,0,1,1,1,0,,,,,,,6,4,0,0,0,0,1,0,2,,,,,,,6,3,0
128,2019-04-17,Rajiv Gandhi International Stadium,1,,Chennai Super Kings,0,0,0,1,0,0,,,,,,,6,1,0,1,1,0,1,0,0,,,,,,,6,3,0,0,0,4,2,0,0,,,,,,,6,6,0,0,4,0,0,0,1,,,,,,,6,5,0,0,4,1,4,1,2,,,,,,,6,12,0,0,1,6,4,2,1,,,,,,,6,14,0
129,2019-04-17,Rajiv Gandhi International Stadium,2,137,Sunrisers Hyderabad,1,4,1,2,0,2,,,,,,,6,10,0,4,1,4,0,0,1,1,,,,,,7,11,0,1,1,4,4,1,0,,,,,,,6,11,0,0,1,3,0,4,4,,,,,,,6,12,0,1,4,4,4,1,0,,,,,,,6,14,0,0,4,4,0,2,0,,,,,,,6,10,0
130,2021-09-24,Sharjah Cricket Stadium,1,,Royal Challengers Bangalore,4,4,1,0,0,4,,,,,,,6,13,0,0,1,1,2,0,1,,,,,,,6,5,0,1,0,4,1,4,0,,,,,,,6,10,0,0,6,0,1,0,1,,,,,,,6,8,0,0,1,1,6,1,1,,,,,,,6,10,0,1,0,4,1,1,1,1,,,,,,7,9,0
131,2021-09-24,Sharjah Cricket Stadium,2,157,Chennai Super Kings,1,0,1,4,1,1,,,,,,,6,8,0,0,6,1,1,2,0,,,,,,,6,10,0,1,0,0,1,2,1,,,,,,,6,5,0,4,1,0,1,0,6,,,,,,,6,12,0,1,1,4,1,0,0,1,,,,,,7,8,0,6,0,4,1,1,4,,,,,,,6,16,0
132,2011-05-20,Wankhede Stadium,1,,Mumbai Indians,1,0,1,0,0,0,,,,,,,6,2,0,1,4,0,0,0,0,,,,,,,6,5,0,1,1,0,4,0,1,,,,,,,6,7,0,1,0,0,1,1,0,,,,,,,6,3,0,0,0,2,0,1,0,,,,,,,6,3,0,0,1,0,1,0,4,,,,,,,6,6,0
133,2011-05-20,Wankhede Stadium,2,134,Rajasthan Royals,1,4,1,1,1,0,0,,,,,,7,8,0,0,0,6,0,6,0,,,,,,,6,12,0,1,1,1,0,0,1,,,,,,,6,4,0,0,0,4,0,0,4,,,,,,,6,8,0,1,1,0,1,2,0,,,,,,,6,5,0,1,4,0,0,6,4,,,,,,,6,15,0
134,2013-04-18,Feroz Shah Kotla,1,,Chennai Super Kings,1,2,0,1,1,0,,,,,,,6,5,0,0,4,1,1,0,0,,,,,,,6,6,0,0,1,1,0,0,0,2,,,,,,7,4,0,4,0,1,0,1,4,,,,,,,6,10,0,1,4,0,4,0,0,,,,,,,6,9,0,4,1,0,0,0,0,,,,,,,6,5,0
135,2013-04-18,Feroz Shah Kotla,2,83,Delhi Daredevils,0,0,1,1,0,6,1,,,,,,7,9,0,1,0,1,0,0,2,0,,,,,,7,4,0,1,0,0,2,2,0,4,,,,,,7,9,0,0,0,0,1,1,1,1,,,,,,7,4,0,0,0,4,0,0,0,,,,,,,6,4,0,0,0,0,1,0,1,,,,,,,6,2,0
136,2013-04-04,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,1,0,0,0,,,,,,,6,1,0,0,1,0,0,0,0,,,,,,,6,1,0,1,0,4,0,1,1,0,,,,,,7,7,0,0,0,0,6,0,1,,,,,,,6,7,0,4,4,0,4,0,0,,,,,,,6,12,0,1,1,0,0,1,0,0,,,,,,7,3,0
137,2013-04-04,M Chinnaswamy Stadium,2,154,Mumbai Indians,0,0,1,0,1,0,,,,,,,6,2,0,1,0,0,0,1,0,,,,,,,6,2,0,0,1,1,1,4,0,,,,,,,6,7,0,2,2,0,6,1,1,,,,,,,6,12,0,1,0,1,0,0,2,,,,,,,6,4,0,0,2,1,0,4,4,,,,,,,6,11,0
138,2018-04-11,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,2,0,0,3,1,,,,,,,6,6,0,4,1,1,0,1,1,,,,,,,6,8,0,0,0,4,1,0,0,,,,,,,6,5,0,0,2,0,6,1,0,,,,,,,6,9,0,0,0,4,6,1,4,,,,,,,6,15,0,3,1,1,1,1,1,,,,,,,6,8,0
139,2018-04-11,Sawai Mansingh Stadium,2,60,Delhi Daredevils,0,1,4,0,4,1,,,,,,,6,10,0,1,1,1,0,1,0,1,,,,,,7,5,0,0,0,0,4,6,4,,,,,,,6,14,0,2,2,1,0,0,2,,,,,,,6,7,0,1,4,1,4,0,0,,,,,,,6,10,0,1,1,2,0,4,6,,,,,,,6,14,0
