,date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
1326,2010-04-03,Brabourne Stadium,1,,Mumbai Indians,1,2,1,1,4,1,2,0,,,,,8,12,0,1,1,0,4,0,0,,,,,,,6,6,0,1,1,1,1,1,4,1,,,,,,7,10,0,1,2,4,4,0,0,,,,,,,6,11,0,1,4,1,0,1,1,,,,,,,6,8,0,0,2,0,0,2,2,,,,,,,6,6,0
1327,2010-04-03,Brabourne Stadium,2,115,Deccan Chargers,0,4,4,1,0,0,,,,,,,6,9,0,0,0,4,0,0,0,,,,,,,6,4,0,1,0,1,2,1,2,,,,,,,6,7,0,6,0,0,1,1,2,,,,,,,6,10,0,0,1,0,0,1,4,,,,,,,6,6,0,2,0,0,1,1,0,,,,,,,6,4,0
1328,2009-05-18,SuperSport Park,1,,Chennai Super Kings,1,0,0,4,0,0,,,,,,,6,5,0,4,0,1,0,1,1,1,4,,,,,8,12,0,0,0,4,4,2,0,,,,,,,6,10,0,1,1,4,0,1,0,1,,,,,,7,8,0,4,1,1,0,0,1,,,,,,,6,7,0,4,1,1,0,4,2,,,,,,,6,12,0
1329,2009-05-18,SuperSport Park,2,189,Kolkata Knight Riders,1,1,0,4,4,0,,,,,,,6,10,0,0,0,0,0,1,0,,,,,,,6,1,0,0,1,6,4,0,5,0,,,,,,7,16,0,1,4,1,0,0,0,,,,,,,6,6,0,0,1,0,0,0,0,,,,,,,6,1,0,0,4,4,4,4,6,,,,,,,6,22,0
1330,2021-04-24,"Wankhede Stadium, Mumbai",1,,Kolkata Knight Riders,0,0,2,1,0,0,,,,,,,6,3,0,1,0,1,0,1,0,1,1,,,,,8,5,0,0,4,0,0,1,1,,,,,,,6,6,0,0,0,4,0,2,1,,,,,,,6,7,0,0,0,0,0,2,0,,,,,,,6,2,0,0,1,0,0,0,1,,,,,,,6,2,0
1331,2021-04-24,"Wankhede Stadium, Mumbai",2,134,Rajasthan Royals,1,0,0,0,1,0,,,,,,,6,2,0,0,4,4,1,0,1,,,,,,,6,10,0,1,0,4,0,0,0,,,,,,,6,5,0,4,0,4,1,0,4,,,,,,,6,13,0,4,1,0,1,4,0,1,0,,,,,8,11,0,1,1,1,6,0,0,,,,,,,6,9,0
1332,2018-05-23,Eden Gardens,1,,Kolkata Knight Riders,4,0,1,0,1,4,,,,,,,6,10,0,1,1,1,1,1,1,0,0,1,,,,9,7,0,0,1,0,0,4,0,,,,,,,6,5,0,0,2,0,0,0,4,,,,,,,6,6,0,0,1,1,0,0,2,,,,,,,6,4,0,4,4,1,4,1,0,,,,,,,6,14,0
1333,2018-05-23,Eden Gardens,2,144,Rajasthan Royals,2,0,0,6,1,0,,,,,,,6,9,0,0,1,1,4,0,0,,,,,,,6,6,0,4,1,0,0,1,0,,,,,,,6,6,0,4,4,1,1,1,0,,,,,,,6,11,0,1,1,0,6,6,0,1,,,,,,7,15,0,0,1,1,1,1,0,,,,,,,6,4,0
1334,2011-05-24,Wankhede Stadium,1,,Royal Challengers Bangalore,4,0,1,0,1,1,,,,,,,6,7,0,0,0,1,4,0,0,,,,,,,6,5,0,4,4,1,1,0,2,,,,,,,6,12,0,0,6,0,0,0,0,,,,,,,6,6,0,1,0,0,4,0,0,4,,,,,,7,9,0,1,1,1,0,1,0,1,,,,,,7,5,0
1335,2011-05-24,Wankhede Stadium,2,177,Chennai Super Kings,1,1,0,1,0,0,0,,,,,,7,3,0,4,0,0,0,4,1,,,,,,,6,9,0,1,0,0,0,0,0,0,,,,,,7,1,0,1,0,2,0,0,0,,,,,,,6,3,0,0,0,0,0,4,4,,,,,,,6,8,0,1,0,0,0,0,0,,,,,,,6,1,0
1336,2013-05-07,Wankhede Stadium,1,,Mumbai Indians,0,0,0,0,0,0,,,,,,,6,0,0,1,0,1,4,4,0,1,,,,,,7,11,0,1,0,1,0,0,0,,,,,,,6,2,0,0,4,4,4,4,4,,,,,,,6,20,0,1,0,0,1,1,0,1,1,,,,,8,5,0,0,0,0,0,2,1,,,,,,,6,3,0
1337,2013-05-07,Wankhede Stadium,2,105,Kolkata Knight Riders,0,1,0,0,1,0,,,,,,,6,2,0,0,0,0,0,4,6,,,,,,,6,10,0,0,1,4,1,0,4,,,,,,,6,10,0,0,1,0,1,1,4,,,,,,,6,7,0,0,0,1,0,0,0,,,,,,,6,1,0,1,0,0,2,4,1,,,,,,,6,8,0
1338,2011-04-10,Dr DY Patil Sports Academy,1,,Kings XI Punjab,0,1,1,0,2,0,,,,,,,6,4,0,1,0,0,0,0,0,0,,,,,,7,1,0,0,4,0,0,0,0,,,,,,,6,4,0,0,0,0,4,4,0,,,,,,,6,8,0,4,0,4,0,1,0,,,,,,,6,9,0,0,0,4,2,4,0,,,,,,,6,10,0
1339,2011-04-10,Dr DY Patil Sports Academy,2,113,Pune Warriors,0,0,0,0,1,0,1,,,,,,7,2,0,0,4,0,0,0,0,,,,,,,6,4,0,4,1,0,4,0,2,,,,,,,6,11,0,0,2,4,1,1,2,,,,,,,6,10,0,0,0,1,0,4,0,,,,,,,6,5,0,4,0,6,2,0,0,,,,,,,6,12,0
1340,2019-04-19,Eden Gardens,1,,Royal Challengers Bangalore,0,1,1,0,0,1,0,,,,,,7,3,0,2,0,1,0,1,0,,,,,,,6,4,0,4,0,0,1,1,4,,,,,,,6,10,0,1,0,4,1,1,2,,,,,,,6,9,0,0,0,1,1,1,1,0,,,,,,7,4,0,0,6,1,0,4,1,,,,,,,6,12,0
1341,2019-04-19,Eden Gardens,2,203,Kolkata Knight Riders,1,0,4,0,1,0,,,,,,,6,6,0,4,0,0,1,0,0,,,,,,,6,5,0,4,0,0,4,4,0,,,,,,,6,12,0,0,0,1,0,0,1,,,,,,,6,2,0,0,3,1,4,0,0,,,,,,,6,8,0,0,0,0,0,0,4,,,,,,,6,4,0
1342,2016-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Royal Challengers Bangalore,0,4,0,1,4,0,,,,,,,6,9,0,0,1,1,1,0,1,,,,,,,6,4,0,1,0,4,0,1,4,1,,,,,,7,11,0,1,4,4,6,4,1,,,,,,,6,20,0,1,1,2,0,1,0,,,,,,,6,5,0,4,0,1,0,2,0,,,,,,,6,7,0
1343,2016-05-09,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,174,Kings XI Punjab,1,1,0,1,1,1,,,,,,,6,5,0,4,1,0,1,0,1,,,,,,,6,7,0,1,4,1,1,1,4,1,,,,,,7,13,0,2,1,1,1,1,1,4,,,,,,7,11,0,0,0,1,1,4,1,,,,,,,6,7,0,2,0,0,1,0,4,,,,,,,6,7,0
1344,2016-05-16,Eden Gardens,1,,Kolkata Knight Riders,1,0,0,2,4,1,,,,,,,6,8,0,0,1,1,0,0,4,,,,,,,6,6,0,0,0,4,0,0,0,,,,,,,6,4,0,1,1,4,1,4,4,,,,,,,6,15,0,1,1,1,1,4,1,,,,,,,6,9,0,0,0,4,1,0,4,,,,,,,6,9,0
1345,2016-05-16,Eden Gardens,2,186,Royal Challengers Bangalore,0,0,1,4,1,1,,,,,,,6,7,0,0,0,0,4,4,0,,,,,,,6,8,0,0,4,1,0,6,6,,,,,,,6,17,0,0,0,1,4,1,6,,,,,,,6,12,0,0,0,4,4,0,1,,,,,,,6,9,0,1,2,0,1,0,6,,,,,,,6,10,0
1346,2013-05-17,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,0,0,0,1,1,1,,,,,,,6,3,0,0,0,0,1,0,0,,,,,,,6,1,0,0,0,1,0,0,0,,,,,,,6,1,0,0,0,0,1,1,1,0,,,,,,7,3,0,1,0,4,1,0,1,2,,,,,,7,9,0,0,1,1,1,1,0,,,,,,,6,4,0
1347,2013-05-17,"Rajiv Gandhi International Stadium, Uppal",2,113,Rajasthan Royals,1,0,0,0,1,1,,,,,,,6,3,0,0,0,0,6,4,1,,,,,,,6,11,0,1,0,0,0,1,0,,,,,,,6,2,0,0,0,1,0,0,0,,,,,,,6,1,0,1,1,6,1,4,0,,,,,,,6,13,0,0,0,1,0,0,2,,,,,,,6,3,0
1348,2012-05-12,Eden Gardens,1,,Mumbai Indians,0,0,0,0,0,1,,,,,,,6,1,0,0,0,4,0,4,4,,,,,,,6,12,0,2,0,0,1,2,0,,,,,,,6,5,0,0,0,6,1,4,0,,,,,,,6,11,0,0,4,0,4,0,6,,,,,,,6,14,0,0,0,0,1,1,4,,,,,,,6,6,0
1349,2012-05-12,Eden Gardens,2,155,Kolkata Knight Riders,1,0,0,0,0,1,,,,,,,6,2,0,1,0,0,1,0,0,,,,,,,6,2,0,0,0,4,0,4,0,,,,,,,6,8,0,0,0,1,1,1,1,,,,,,,6,4,0,1,0,1,4,1,0,,,,,,,6,7,0,1,1,1,2,0,4,,,,,,,6,9,0
1350,2021-10-02,"Zayed Cricket Stadium, Abu Dhabi",1,,Chennai Super Kings,4,0,0,0,2,4,,,,,,,6,10,0,0,0,1,0,0,1,,,,,,,6,2,0,1,2,1,0,4,0,,,,,,,6,8,0,1,1,1,1,0,1,,,,,,,6,5,0,4,4,0,0,1,0,,,,,,,6,9,0,1,0,1,6,1,1,,,,,,,6,10,0
1351,2021-10-02,"Zayed Cricket Stadium, Abu Dhabi",2,190,Rajasthan Royals,1,0,4,1,1,1,,,,,,,6,8,0,2,4,0,2,4,4,,,,,,,6,16,0,6,4,1,4,1,1,,,,,,,6,17,0,1,0,1,4,0,6,,,,,,,6,12,0,0,6,6,4,6,0,,,,,,,6,22,0,2,0,0,0,0,4,,,,,,,6,6,0
1352,2012-05-20,"Rajiv Gandhi International Stadium, Uppal",1,,Deccan Chargers,0,4,1,0,1,0,,,,,,,6,6,0,1,0,0,1,2,0,,,,,,,6,4,0,1,0,0,1,0,4,,,,,,,6,6,0,1,2,0,0,0,0,1,,,,,,7,4,0,0,0,0,0,1,0,,,,,,,6,1,0,0,1,0,0,1,0,,,,,,,6,2,0
1353,2012-05-20,"Rajiv Gandhi International Stadium, Uppal",2,123,Royal Challengers Bangalore,1,0,0,2,0,0,,,,,,,6,3,0,4,0,4,6,4,6,,,,,,,6,24,0,0,1,2,0,0,0,,,,,,,6,3,0,0,1,1,4,0,0,0,,,,,,7,6,0,0,0,0,0,1,0,,,,,,,6,1,0,0,1,2,0,0,0,,,,,,,6,3,0
1354,2014-04-16,Sheikh Zayed Stadium,1,,Kolkata Knight Riders,0,0,0,0,0,1,0,,,,,,7,1,0,2,1,0,0,0,1,,,,,,,6,4,0,0,0,1,1,2,1,,,,,,,6,5,0,0,0,0,4,6,0,,,,,,,6,10,0,1,2,0,1,1,1,1,1,,,,,8,8,0,1,1,0,0,1,0,,,,,,,6,3,0
1355,2014-04-16,Sheikh Zayed Stadium,2,122,Mumbai Indians,2,0,0,1,4,1,,,,,,,6,8,0,1,0,0,0,0,0,,,,,,,6,1,0,0,0,0,4,2,1,,,,,,,6,7,0,0,0,1,0,0,0,,,,,,,6,1,0,0,6,1,0,0,1,,,,,,,6,8,0,1,0,0,1,4,1,,,,,,,6,7,0
1356,2018-04-29,Sawai Mansingh Stadium,1,,Sunrisers Hyderabad,1,1,0,0,0,1,,,,,,,6,3,0,4,0,4,1,4,1,,,,,,,6,14,0,0,1,1,0,0,1,,,,,,,6,3,0,4,0,1,0,1,0,,,,,,,6,6,0,1,4,0,1,1,0,,,,,,,6,7,0,0,1,0,1,2,2,,,,,,,6,6,0
1357,2018-04-29,Sawai Mansingh Stadium,2,140,Rajasthan Royals,0,0,4,0,0,0,,,,,,,6,4,0,2,1,0,1,1,4,,,,,,,6,9,0,0,0,0,0,0,1,,,,,,,6,1,0,4,6,0,4,2,1,,,,,,,6,17,0,0,1,1,0,1,1,,,,,,,6,4,0,0,1,4,2,0,1,,,,,,,6,8,0
1358,2012-04-22,Barabati Stadium,1,,Deccan Chargers,1,1,1,1,1,1,,,,,,,6,6,0,0,0,0,0,1,1,,,,,,,6,2,0,1,0,6,1,4,1,,,,,,,6,13,0,1,4,0,4,0,0,,,,,,,6,9,0,0,0,1,0,4,0,,,,,,,6,5,0,1,1,0,0,0,2,,,,,,,6,4,0
1359,2012-04-22,Barabati Stadium,2,127,Kolkata Knight Riders,1,0,0,0,4,0,,,,,,,6,5,0,2,0,0,1,0,1,,,,,,,6,4,0,1,4,0,2,0,1,0,,,,,,7,8,0,0,4,0,4,0,1,0,,,,,,7,9,0,0,0,1,1,4,0,,,,,,,6,6,0,4,0,1,4,1,0,,,,,,,6,10,0
1360,2020-10-21,Sheikh Zayed Stadium,1,,Kolkata Knight Riders,0,1,1,0,1,0,0,,,,,,7,3,0,0,0,0,0,0,0,,,,,,,6,0,0,0,0,4,0,0,6,,,,,,,6,10,0,1,0,0,0,0,0,,,,,,,6,1,0,0,1,0,0,0,0,,,,,,,6,1,0,1,0,0,0,1,0,,,,,,,6,2,0
1361,2020-10-21,Sheikh Zayed Stadium,2,85,Royal Challengers Bangalore,0,1,2,1,0,0,,,,,,,6,4,0,0,1,1,0,1,0,1,,,,,,7,4,0,1,0,1,4,1,0,0,,,,,,7,7,0,1,0,1,4,3,4,,,,,,,6,13,0,2,1,2,0,0,4,,,,,,,6,9,0,1,1,4,1,0,0,,,,,,,6,7,0
1362,2011-05-01,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,1,1,1,0,0,0,1,,,,,,7,4,0,0,1,1,0,0,0,,,,,,,6,2,0,0,4,2,1,0,0,,,,,,,6,7,0,4,1,0,0,1,1,,,,,,,6,7,0,0,0,4,0,0,2,,,,,,,6,6,0,1,1,4,0,1,1,,,,,,,6,8,0
1363,2011-05-01,"MA Chidambaram Stadium, Chepauk",2,146,Deccan Chargers,1,1,1,1,0,1,1,,,,,,7,6,0,6,0,4,1,0,1,,,,,,,6,12,0,1,1,4,6,4,4,0,,,,,,7,20,0,1,1,1,0,2,1,,,,,,,6,6,0,1,0,6,4,1,1,0,,,,,,7,13,0,1,0,6,0,0,0,,,,,,,6,7,0
1364,2008-05-26,Sawai Mansingh Stadium,1,,Mumbai Indians,0,0,0,0,1,0,1,,,,,,7,2,0,1,0,2,1,0,0,0,,,,,,7,4,0,1,0,1,1,4,2,,,,,,,6,9,0,0,1,0,0,0,0,,,,,,,6,1,0,3,4,2,0,2,1,0,,,,,,7,12,0,0,0,0,0,0,1,,,,,,,6,1,0
1365,2008-05-26,Sawai Mansingh Stadium,2,146,Rajasthan Royals,0,0,0,0,0,1,,,,,,,6,1,0,4,0,4,0,0,0,,,,,,,6,8,0,1,0,1,1,4,4,,,,,,,6,11,0,0,0,1,0,1,0,1,,,,,,7,3,0,1,0,1,1,4,2,0,,,,,,7,9,0,0,1,1,0,0,1,1,,,,,,7,4,0
1366,2018-04-09,Rajiv Gandhi International Stadium,1,,Rajasthan Royals,0,1,0,1,4,0,0,,,,,,7,6,0,0,0,0,2,0,3,,,,,,,6,5,0,4,0,4,1,1,0,,,,,,,6,10,0,0,0,4,1,1,0,,,,,,,6,6,0,1,4,1,1,2,4,1,,,,,,7,14,0,0,4,0,1,1,1,,,,,,,6,7,0
1367,2018-04-09,Rajiv Gandhi International Stadium,2,127,Sunrisers Hyderabad,0,1,0,0,0,0,,,,,,,6,1,0,4,0,1,0,0,4,1,,,,,,7,10,0,2,4,0,0,6,1,0,,,,,,7,13,0,0,0,4,0,6,2,,,,,,,6,12,0,0,4,4,1,0,0,,,,,,,6,9,0,2,0,1,4,0,1,4,,,,,,7,12,0
1368,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",1,,Rajasthan Royals,1,0,0,0,4,1,,,,,,,6,6,0,1,1,0,0,0,0,,,,,,,6,2,0,0,0,1,4,0,0,,,,,,,6,5,0,0,4,0,0,1,1,,,,,,,6,6,0,0,0,1,4,1,6,,,,,,,6,12,0,0,1,1,0,4,4,,,,,,,6,10,0
1369,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",2,128,Deccan Chargers,0,1,0,6,4,0,,,,,,,6,11,0,1,0,0,1,4,0,,,,,,,6,6,0,4,1,0,0,0,1,1,1,1,,,,9,9,0,4,0,1,0,1,2,,,,,,,6,8,0,1,2,0,0,1,6,,,,,,,6,10,0,0,1,0,2,4,6,1,,,,,,7,14,0
1370,2017-04-12,Wankhede Stadium,1,,Sunrisers Hyderabad,0,0,0,0,1,1,,,,,,,6,2,0,1,0,0,1,0,1,,,,,,,6,3,0,4,4,0,0,0,0,,,,,,,6,8,0,0,3,0,0,1,0,,,,,,,6,4,0,4,0,4,1,0,0,,,,,,,6,9,0,1,1,0,1,1,4,,,,,,,6,8,0
1371,2017-04-12,Wankhede Stadium,2,159,Mumbai Indians,0,1,0,0,4,1,,,,,,,6,6,0,4,1,4,2,0,4,,,,,,,6,15,0,4,0,0,1,2,0,,,,,,,6,7,0,0,0,3,4,0,4,,,,,,,6,11,0,1,0,0,1,0,1,,,,,,,6,3,0,6,0,1,4,4,4,,,,,,,6,19,0
1372,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Mumbai Indians,0,0,1,0,0,1,,,,,,,6,2,0,0,4,4,1,0,0,,,,,,,6,9,0,0,0,0,2,0,0,,,,,,,6,2,0,1,1,1,0,1,1,,,,,,,6,5,0,1,0,0,1,4,1,,,,,,,6,7,0,4,1,1,0,4,4,0,,,,,,7,14,0
1373,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,164,Kings XI Punjab,0,0,1,0,0,0,,,,,,,6,1,0,4,0,0,0,4,1,,,,,,,6,9,0,1,1,2,6,0,1,,,,,,,6,11,0,1,1,1,2,1,1,,,,,,,6,7,0,1,1,1,1,0,1,,,,,,,6,5,0,0,0,4,2,1,0,,,,,,,6,7,0
1374,2018-05-13,Maharashtra Cricket Association Stadium,1,,Sunrisers Hyderabad,1,0,0,0,0,0,,,,,,,6,1,0,4,0,0,0,1,0,,,,,,,6,5,0,0,1,1,4,4,0,,,,,,,6,10,0,1,1,0,0,0,0,,,,,,,6,2,0,1,4,0,0,0,1,,,,,,,6,6,0,0,1,0,1,1,1,1,,,,,,7,5,0
1375,2018-05-13,Maharashtra Cricket Association Stadium,2,180,Chennai Super Kings,2,0,4,0,0,1,,,,,,,6,7,0,0,6,0,0,1,1,,,,,,,6,8,0,0,0,0,1,6,6,,,,,,,6,13,0,0,6,0,1,0,1,,,,,,,6,8,0,1,0,0,4,1,1,,,,,,,6,7,0,4,0,1,4,0,1,,,,,,,6,10,0
1376,2012-04-06,Wankhede Stadium,1,,Pune Warriors,0,0,0,0,0,0,,,,,,,6,0,0,0,1,0,0,1,0,,,,,,,6,2,0,1,0,0,4,1,1,0,,,,,,7,7,0,1,4,1,0,1,4,,,,,,,6,11,0,1,1,4,1,0,0,,,,,,,6,7,0,1,1,0,0,1,0,,,,,,,6,3,0
1377,2012-04-06,Wankhede Stadium,2,101,Mumbai Indians,0,0,1,1,0,0,,,,,,,6,2,0,0,1,1,0,1,0,0,0,,,,,8,3,0,0,0,0,0,1,1,,,,,,,6,2,0,0,0,0,0,0,4,,,,,,,6,4,0,2,1,1,0,0,0,6,,,,,,7,10,0,0,0,1,1,4,0,,,,,,,6,6,0
1378,2016-04-22,Maharashtra Cricket Association Stadium,1,,Royal Challengers Bangalore,1,1,4,0,1,1,1,,,,,,7,9,0,1,0,0,0,0,1,,,,,,,6,2,0,6,4,1,0,0,0,,,,,,,6,11,0,4,1,0,0,1,1,,,,,,,6,7,0,1,1,4,1,0,1,,,,,,,6,8,0,0,1,1,4,0,1,4,,,,,,7,11,0
1379,2016-04-22,Maharashtra Cricket Association Stadium,2,172,Rising Pune Supergiants,0,4,0,4,1,2,,,,,,,6,11,0,0,1,0,0,0,0,,,,,,,6,1,0,1,4,1,0,0,0,0,,,,,,7,6,0,0,4,0,1,0,0,,,,,,,6,5,0,1,4,1,1,1,1,0,,,,,,7,9,0,0,1,1,0,1,1,,,,,,,6,4,0
1380,2020-11-01,Dubai International Cricket Stadium,1,,Kolkata Knight Riders,1,0,0,0,0,0,,,,,,,6,1,0,0,0,4,0,4,4,,,,,,,6,12,0,0,0,1,0,1,0,,,,,,,6,2,0,4,4,1,4,0,4,,,,,,,6,17,0,0,2,1,1,1,6,,,,,,,6,11,0,1,4,1,1,1,4,,,,,,,6,12,0
1381,2020-11-01,Dubai International Cricket Stadium,2,131,Rajasthan Royals,6,2,0,4,6,1,0,,,,,,7,19,0,0,0,1,0,2,4,1,,,,,,7,8,0,0,1,0,4,0,0,,,,,,,6,5,0,0,0,0,0,0,0,,,,,,,6,0,0,4,1,0,0,0,0,,,,,,,6,5,0,1,0,0,1,1,1,,,,,,,6,4,0
1382,2017-04-08,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,1,4,0,4,0,1,,,,,,,6,10,0,4,0,1,4,0,0,,,,,,,6,9,0,0,1,0,1,1,0,4,,,,,,7,7,0,0,0,0,0,0,4,,,,,,,6,4,0,0,0,1,0,1,0,0,,,,,,7,2,0,1,4,4,0,0,0,,,,,,,6,9,0
1383,2017-04-08,M.Chinnaswamy Stadium,2,142,Delhi Daredevils,0,1,0,1,0,4,3,,,,,,7,9,0,0,0,1,1,1,1,,,,,,,6,4,0,4,0,0,0,0,4,,,,,,,6,8,0,1,4,2,1,2,1,,,,,,,6,11,0,1,0,0,0,0,4,,,,,,,6,5,0,0,1,0,3,1,1,,,,,,,6,6,0
1384,2010-04-09,"Punjab Cricket Association Stadium, Mohali",1,,Mumbai Indians,1,1,0,1,2,2,,,,,,,6,7,0,0,1,0,0,0,0,,,,,,,6,1,0,0,0,4,0,0,4,,,,,,,6,8,0,1,4,4,1,1,4,,,,,,,6,15,0,4,1,0,4,4,1,,,,,,,6,14,0,1,1,1,2,1,0,,,,,,,6,6,0
1385,2010-04-09,"Punjab Cricket Association Stadium, Mohali",2,158,Kings XI Punjab,0,0,1,0,4,4,,,,,,,6,9,0,0,1,0,4,4,1,,,,,,,6,10,0,4,4,0,0,0,4,,,,,,,6,12,0,0,1,1,6,1,1,,,,,,,6,10,0,0,0,0,1,0,4,,,,,,,6,5,0,0,4,1,4,0,1,,,,,,,6,10,0
1386,2020-11-10,Dubai International Cricket Stadium,1,,Delhi Capitals,0,1,0,4,0,0,,,,,,,6,5,0,1,0,4,0,1,0,,,,,,,6,6,0,4,0,1,0,4,0,,,,,,,6,9,0,1,1,0,0,2,1,,,,,,,6,5,0,1,4,0,0,4,1,,,,,,,6,10,0,0,0,1,1,4,0,,,,,,,6,6,0
1387,2020-11-10,Dubai International Cricket Stadium,2,157,Mumbai Indians,0,0,6,1,0,1,,,,,,,6,8,0,0,4,4,0,6,4,,,,,,,6,18,0,1,1,0,1,0,4,,,,,,,6,7,0,2,0,0,4,0,6,,,,,,,6,12,0,0,4,6,0,1,2,,,,,,,6,13,0,0,0,0,1,1,1,,,,,,,6,3,0
1388,2014-04-19,Dubai International Cricket Stadium,1,,Kolkata Knight Riders,1,0,5,0,2,1,0,1,0,,,,9,10,0,0,1,0,0,0,0,,,,,,,6,1,0,0,1,0,0,1,2,1,0,,,,,8,5,0,0,0,0,0,1,1,,,,,,,6,2,0,1,1,1,4,2,0,,,,,,,6,9,0,1,1,1,0,0,1,,,,,,,6,4,0
1389,2014-04-19,Dubai International Cricket Stadium,2,167,Delhi Daredevils,1,4,4,1,0,0,,,,,,,6,10,0,2,0,0,4,1,0,1,,,,,,7,8,0,2,5,1,1,4,0,,,,,,,6,13,0,4,2,0,0,2,0,,,,,,,6,8,0,2,0,1,0,0,1,,,,,,,6,4,0,1,1,4,0,0,0,,,,,,,6,6,0
1390,2021-10-10,Dubai International Cricket Stadium,1,,Delhi Capitals,0,1,0,0,1,1,,,,,,,6,3,0,0,0,4,1,1,6,,,,,,,6,12,0,1,4,4,0,4,4,,,,,,,6,17,0,4,0,0,0,0,0,,,,,,,6,4,0,6,1,1,0,6,0,,,,,,,6,14,0,0,0,0,1,0,0,,,,,,,6,1,0
1391,2021-10-10,Dubai International Cricket Stadium,2,173,Chennai Super Kings,1,1,1,0,4,1,,,,,,,6,8,0,1,4,0,1,0,1,1,,,,,,7,8,0,0,2,1,1,0,0,,,,,,,6,4,0,6,1,1,1,4,1,,,,,,,6,14,0,0,0,0,1,4,0,,,,,,,6,5,0,0,6,4,0,6,4,,,,,,,6,20,0
1392,2008-05-04,Dr DY Patil Sports Academy,1,,Mumbai Indians,0,0,1,0,4,0,,,,,,,6,5,0,0,1,4,4,0,0,,,,,,,6,9,0,0,0,0,1,1,1,,,,,,,6,3,0,2,0,1,1,4,1,0,,,,,,7,9,0,1,0,0,4,4,0,,,,,,,6,9,0,6,4,1,0,4,0,,,,,,,6,15,0
1393,2008-05-04,Dr DY Patil Sports Academy,2,133,Delhi Daredevils,0,1,1,0,0,0,,,,,,,6,2,0,1,0,0,0,0,1,,,,,,,6,2,0,0,0,0,0,2,0,,,,,,,6,2,0,1,6,4,1,4,0,,,,,,,6,16,0,0,0,0,0,1,6,,,,,,,6,7,0,1,1,2,0,0,4,,,,,,,6,8,0
1394,2008-05-09,Sawai Mansingh Stadium,1,,Deccan Chargers,4,0,0,0,0,4,,,,,,,6,8,0,0,1,1,1,0,1,1,,,,,,7,5,0,4,0,0,4,4,0,,,,,,,6,12,0,0,1,1,0,2,0,,,,,,,6,4,0,0,0,6,1,4,1,,,,,,,6,12,0,1,0,4,0,0,4,,,,,,,6,9,0
1395,2008-05-09,Sawai Mansingh Stadium,2,141,Rajasthan Royals,4,4,0,0,1,1,,,,,,,6,10,0,0,0,1,0,0,0,,,,,,,6,1,0,0,1,0,1,1,6,0,,,,,,7,9,0,0,1,1,0,1,1,4,,,,,,7,8,0,0,1,1,2,0,1,,,,,,,6,5,0,1,1,1,6,4,4,,,,,,,6,17,0
1396,2018-05-27,Wankhede Stadium,1,,Sunrisers Hyderabad,2,1,1,0,1,1,0,,,,,,7,6,0,1,4,0,1,1,1,,,,,,,6,8,0,0,1,0,1,1,0,,,,,,,6,3,0,0,0,0,0,0,0,,,,,,,6,0,0,1,6,0,4,1,0,1,,,,,,7,13,0,1,1,0,6,2,1,1,,,,,,7,12,0
1397,2018-05-27,Wankhede Stadium,2,181,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,0,4,0,1,0,0,,,,,,,6,5,0,0,0,0,0,5,0,,,,,,,6,5,0,1,0,4,0,1,0,,,,,,,6,6,0,1,1,0,0,1,1,,,,,,,6,4,0,1,1,1,6,4,1,1,,,,,,7,15,0
1398,2015-05-02,M Chinnaswamy Stadium,1,,Kolkata Knight Riders,0,0,1,1,1,4,1,0,,,,,8,8,0,1,2,0,4,4,1,,,,,,,6,12,0,1,1,1,0,0,0,4,,,,,,7,7,0,1,1,4,0,0,1,,,,,,,6,7,0,1,2,1,1,1,4,,,,,,,6,10,0,1,6,0,0,4,6,,,,,,,6,17,0
1399,2015-05-02,M Chinnaswamy Stadium,2,115,Royal Challengers Bangalore,1,1,1,0,0,0,0,1,,,,,8,4,0,6,4,0,0,1,1,6,,,,,,7,18,0,4,1,1,6,1,1,,,,,,,6,14,0,6,0,6,0,0,1,,,,,,,6,13,0,0,1,1,0,0,1,,,,,,,6,3,0,1,1,1,1,0,6,,,,,,,6,10,0
